category,compatibility,languages,name,price,rating,size
 Productivity, OS X 10.7  ," English, Dutch, French, German, Italian, Japanese, Polish, Russian, Simplified Chinese, Spanish, Traditional Chinese","Good PDF Reader - for Adobe PDF Viewer, Converter and Editor",$19.99 ,2.8, 11.7 MB
 Business, OS X 10.6.6  , English,Goldratt SIM - Project Management,$49.99 ,, 63.8 MB
 Business, OS X 10.6.6  , English,Goldratt SIM - Managing Flow,$99.99 ,, 62.3 MB
 Business, OS X 10.6.6  , English,Goldratt SIM - Maintenance Depot,$49.99 ,, 64.5 MB
 Business, OS X 10.6.6  , English,Goldratt SIM - Gas Station,Free,, 52.1 MB
 Business, OS X 10.10  , English,GoldKeyVault,Free,5, 12.1 MB
 Business, OS X 10.11  ," English, German",GoBDocuments,$79.99 ,, 5.3 MB
 Productivity, OS X 10.7 or later," English, Simplified Chinese",Go Writer Lite,Free,4.6, 6.8 MB
 Productivity, OS X 10.5 or later," English, Catalan, Dutch, French, German, Italian, Polish, Portuguese, Simplified Chinese, Slovak",Go Word Pro - Word Processor for Microsoft Word Edition & Open Office Format,$14.99 ,1, 3.5 MB
 Productivity, OS X 10.6.8 or later, English,Go Word Plus - Quick Document Writer for Microsoft Office Word & OpenOffice,$14.99 ,1, 2.8 MB
 Business, OS X 10.6.8 or later, English,Go Word - for Microsoft Word Edition & Open Office Format,$24.99 ,1, 2.8 MB
 Business, OS X 10.9.0  ," English, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",GO Office 2019,$39.99 ,3.7, 214.8 MB
 Business, OS X 10.11  , English,Go Docs - Templates for Microsoft Office,$29.99 ,3.9, 1 MB
 Business, OS 10.14  , English,Gmelius for Safari,Free,5, 5.8 MB
 Education, OS X 10.7 or later, English,GMAT Verbal Exam prep,$4.99 ,, 2.2 MB
 Business, OS X 10.11  , English,GMap,$1.99 ,3.8, 11.5 MB
 Utilities, OS X 10.8  , English,Gmail Contents Exporter,$3.99 ,3.5, 5.1 MB
 Productivity, OS X 10.7  ," English, Catalan, Czech, Danish, Dutch, Finnish, French, Georgian, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Welsh",Global VPN - With Free Subscription,,3.5, 17.9 MB
 Developer Tools, OS X 10.11  , English,GitLab Control,$1.99 ,2, 8.7 MB
 Productivity, OS 10.13  , English,GigEconomy,$21.99 ,1, 5.2 MB
 Developer Tools, OS 10.13  , English,Gitfox,Free,, 9.1 MB
 Business, OS X 10.7 or later," English, Dutch, German",GigaSync,$28.99 ,, 5.1 MB
 Business, OS X 10.9  , English,GiantStep Invoice,$28.99 ,1, 1.8 MB
 Finance, OS X 10.10  ," English, Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian Bokmí«l, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",GetRate - Currency Exchange Rates,Free,4, 6.6 MB
 Productivity, OS X 10.9  , English,Get It Done 5,Free,3.4, 6 MB
 Business, OS X 10.6.6 or later, French,Gestion des articles pour le magasin et l'entrepíÇt,$33.99 ,, 93.2 MB
 Business, OS X 10.6.6 or later, French,Gestion des articles louí©s,$27.99 ,, 92.5 MB
 Finance, OS X 10.9  , French,Gestion de l'híÇtel,$44.99 ,, 133.9 MB
 Business, OS X 10.10.0  , Italian,Gest-L Lite,Free,, 98.6 MB
 Productivity, OS X 10.8  ," English, Arabic, Chinese, Croatian, French, German, Italian, Japanese, Korean, Persian, Portuguese, Russian, Serbian, Spanish, Turkish, Urdu",German Templates for MS Office,$14.99 ,, 1 GB
 Productivity, OS X 10.8  ," English, Arabic, Chinese, Croatian, German, Persian, Russian, Serbian, Turkish, Urdu",German Templates For Microsoft Word 2016,$7.99 ,, 455.2 MB
 Travel, OS 10.14  ," English, French, German, Hindi, Portuguese, Simplified Chinese, Spanish",GeocodeIt,$0.99 ,, 3.7 MB
 Finance, OS X 10.9 or later, English,GeneralLedger,$14.99 ,1, 5 MB
 Business, OS X 10.9  , English,GeneralFinanceCalc,$0.99 ,, 3.4 MB
 Finance, OS X 10.9  , English,General Finance Calculator,$0.99 ,, 3.2 MB
 Business, OS X 10.11  , English,General DB,$9.99 ,5, 2.8 MB
 Business, OS X 10.10  , English,GenChange,Free,, 6 MB
 Utilities, OS X 10.10.0  , English,GeeBoard - Advanced Web Search,,, 5.5 MB
 Education, OS X 10.7  , English,GED Exam Prep,$2.99 ,1.3, 5.4 MB
 Productivity, OS X 10.11  , English,GCal for Google Calendar,$3.99 ,2.4, 338.5 KB
 Business, OS X 10.7  ,,GC,Free,, 19.4 MB
 Business, OS X 10.10  , English,"GBox - email client for ""Inbox by Gmail""",$0.99 ,3.6, 780.9 KB
 Business, OS X 10.9  ," English, German",Galaxkey,Free,5, 9.8 MB
 Productivity, OS 10.12  ," English, Hungarian",GAget - for Google Analytics,$1.99 ,2.1, 16.8 MB
 Business, OS X 10.6.6 or later,,GAEB.direkt,Free,, 5.7 MB
 Business, OS 10.12  , English,GA.TODAY Widget for Google Analytics,$2.99 ,3, 3.5 MB
 Business, OS X 10.7  , English,Fuel for PowerPoint Lite - Themes & Templates for MS PowerPoint Presentations,Free,1.5, 6.2 MB
 Productivity, OS X 10.7  , English,Fuel for Pages Lite - Document Templates & Themes with Design,Free,3.8, 40.3 MB
 Productivity, OS X 10.7  , English,Fuel for MS Word Lite - Document Templates & Themes with Design,Free,2, 67.7 MB
 Productivity, OS X 10.7  , English,Fuel for Keynote Lite - Themes & Templates for Keynote Presentations,Free,3, 16.4 MB
 Graphics & Design, OS X 10.11  , English,Fuel for iWork - Templates & Themes,$39.99 ,5, 1.3 GB
 Business, OS X 10.9  , English,Fuel - Templates for MS Office,$39.99 ,1, 1.4 GB
 Productivity, OS X 10.10  , English,FTRD - Hierarchical Leitner Box,Free,1, 596.6 KB
 Productivity, OS X 10.7  , English,FTP On The Go,$4.99 ,1, 3.2 MB
 Business, OS X 10.7  , English,FSOT Geography Exam Prep,$4.99 ,1, 567.9 KB
 Productivity, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Freework - Time Tracking,Free,3, 53.3 MB
 Business, OS 10.13  ," English, Spanish",FreelanceStation,$59.99 ,, 16.1 MB
 Business, OS X 10.6  , English,Free Templates Bundle for Office,Free,2.2, 60.6 MB
 Productivity, OS X 10.11  ," English, Simplified Chinese",Foxmail,Free,3.5, 15.4 MB
 Productivity, OS X 10.6.6 or later, English,FormMate,$21.99 ,5, 3.6 MB
 Utilities, OS X 10.6 or later, English,Form Printer Pro,$4.99 ,1, 3.2 MB
 Finance, OS 10.12  , English,Forex Signals Crypto Signals,Free,3, 1.4 MB
 Finance, OS X 10.11  , English,Foresight,$17.99 ,, 5.7 MB
 Business, OS X 10.9  , English,FORDATA VDR Viewer,Free,, 8.9 MB
 Business, OS X 10.10  , English,FORDATA VDR Uploader,Free,, 8.6 MB
 Utilities, OS X 10.9  , English,Foobars GS1 Barcode Generator,$2.99 ,2.5, 613 KB
 Graphics & Design, OS X 10.8  ," English, Japanese",FontsView NIF Edition,$4.99 ,, 17.8 MB
 Graphics & Design, OS X 10.11  , English,FontsView 4,$15.99 ,, 26 MB
 Utilities, OS X 10.6.6  , English,Folder Sync Pro,$4.99 ,5, 1.1 MB
 Productivity, OS X 10.7  ," English, Japanese",Folder Subdivide,Free,5, 658.4 KB
 Utilities, OS X 10.8.0  ,,Folder Snapshot Utility: for quick backup copies,$4.99 ,2.5, 13.7 MB
 Productivity, OS X 10.7 or later," English, Bengali, Dutch, French, German, Italian, Portuguese",Folder Inventory,$0.99 ,5, 7.1 MB
 Utilities, OS X 10.8  , English,Folder Dater,$2.99 ,5, 1.1 MB
 Productivity, OS X 10.11  , English,Focused - Minimal Markdown App,$19.99 ,3.5, 32.1 MB
 Productivity, OS X 10.9  , English,Focus Matrix Task Manager,Free,4.4, 9.1 MB
 Productivity, OS X 10.10  , English,Focus - Highlight front window,$1.99 ,, 3.2 MB
 Productivity, OS 10.12  , English,Flyingbee Reader Pro,$19.99 ,3, 9.4 MB
 Productivity, OS 10.12  , English,Flyingbee Reader for PDF,Free,4.3, 9.4 MB
 Productivity, OS X 10.9  , English,Flyer Templates for Photoshop,$9.99 ,, 401.2 MB
 Productivity, OS X 10.9  , English,Flyer Templates for InDesign,$9.99 ,1, 70.2 MB
 Productivity, OS X 10.10  , English,Flyer Design - Flyer Templates for Word,$4.99 ,5, 228.7 MB
 Productivity, OS X 10.10  , English,Flyer Design - Flyer Templates for Pages,$4.99 ,1, 276.4 MB
 Business, OS 10.14  , English,Fluence for Confluence,,4, 4.2 MB
 Business, OS X 10.10.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Flow: Plan. Organize. Track.,Free,5, 80.2 MB
 Utilities, OS X 10.9  ," English, Catalan, Czech, Danish, Dutch, Finnish, French, Georgian, German, Greek, Hebrew, Hungarian, Indonesian, Italian, Japanese, Korean, Latvian, Norwegian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Welsh",Flow VPN,,4.7, 25.4 MB
 Graphics & Design, OS X 10.11  ," English, Czech, Danish, Dutch, Finnish, French, German, Italian, Japanese, Korean, Norwegian, Polish, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Vietnamese",FloorDesign,$13.99 ,4, 30.1 MB
 Business, OS X 10.9.0  , English,Flock: Team Communication App,Free,4.5, 69.8 MB
 Travel, OS X 10.7  , English,Flight Tracker Pro,$4.99 ,1.1, 2.1 MB
 Education, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Flexcel,Free,3.9, 70.1 MB
 Productivity, OS X 10.11  ," English, Italian",Fleet: The Multibrowser,,4.9, 2.1 MB
 Productivity, OS X 10.8  , English,Fleep,Free,5, 1.2 MB
 Productivity, OS X 10.10  , English,Flee Task Lists,$4.99 ,3.7, 518.7 KB
 Social Networking, OS X 10.9  , English,Flamingo for Messenger,$2.99 ,1, 248.4 KB
 Business, OS X 10.10  , English,Firmao,Free,2, 301.6 KB
 Productivity, OS 10.12  ," English, French, German",Firetask Pro,$39.99 ,3.4, 6.7 MB
 Business, OS X 10.7.4 or later, English,Find And Replace,$9.99 ,, 10.9 MB
 Utilities, OS X 10.10  , English,Fingerprint,$9.99 ,, 2.8 MB
 Finance, OS 10.12  , English,FinCalc,Free,2, 3.7 MB
 Productivity, OS X 10.7  ," English, German",Vorlagen flr Numbers 2,$8.99 ,, 76.5 MB
 Business, OS X 10.9  , English,Financial Calculators,$2.99 ,3.5, 3.1 MB
 Finance, OS X 10.9  , English,Finance Terminal,$16.99 ,, 77.6 MB
 Finance, OS 10.13  , English,Finance Calculator,$2.99 ,3, 6.2 MB
 Finance, OS X 10.6.6  ," English, German, Spanish",Finan,$3.99 ,, 1.9 MB
 Productivity, OS 10.12  , English,Final Draft 11,$199.99 ,4.8, 60.8 MB
 Business, OS X 10.10  ," English, German, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish, Swedish, Thai, Traditional Chinese","Filter Lens Party X Pro - Color Filters, Perfect Selfie plus Textures",$44.99 ,, 62 MB
 Education, OS X 10.6.6  , English,Filter Designer,Free,5, 6.6 MB
 Graphics & Design, OS X 10.8  , English,FillForm,$5.99 ,5, 5.9 MB
 Business, OS X 10.7  ," English, Italian",FileXChange,$7.99 ,1, 15.4 MB
 Productivity, OS X 10.8  , English,Files United,$1.99 ,2, 404.1 KB
 Utilities, OS 10.13  , English,Files Finder,Free,, 3.8 MB
 Business, OS X 10.11  , English,Filemail,Free,3.4, 9.5 MB
 Utilities, OS X 10.8  , English,FileInsight,Free,, 932.4 KB
 Business, OS X 10.7  , English,File-Info Lite,Free,3, 1.8 MB
 Business, OS X 10.7  , English,File-Info,$4.99 ,3, 1.8 MB
 Utilities, OS X 10.7  , English,File Xterminator,$6.99 ,, 3.2 MB
 Productivity, OS X 10.6  ," English, Italian, Spanish",File Transfer,$3.99 ,1.7, 666.2 KB
 Business, OS X 10.6  ," English, Italian, Spanish",File Storage Companion,Free,1.9, 653.9 KB
 Business, OS X 10.8  ," English, Arabic, Catalan, Czech, Danish, Dutch, Finnish, French, German, Greek, Italian, Japanese, Korean, Norwegian Bokmí«l, Polish, Portuguese, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Swedish, Traditional Chinese, Ukrainian",File Search Machine,$0.99 ,4.7, 1.5 MB
 Business, OS X 10.8  , English,File Encrypt Lite,Free,1, 428.6 KB
 Business, OS X 10.8  , English,File Encrypt,$9.99 ,, 428.6 KB
 Business, OS X 10.9  , French,Fidjy Compta Artistes Auteurs,Free,, 8.6 MB
 Business, OS 10.15  , English,Feed Mix Calculator,$1.99 ,, 243.4 KB
 Productivity, OS X 10.6 or later, English,FaxFresh,Free,4.4, 1.2 MB
 Business, OS X 10.7  , English,FaxDocument,Free,4, 1.7 MB
 Business, OS X 10.7  ," English, German",Faxbot,$7.99 ,1, 4.5 MB
 Business, OS X 10.11  ," English, French, Italian, Japanese, Korean, Simplified Chinese, Spanish, Traditional Chinese",FAX886 - Fax Machine for TW,Free,, 6.7 MB
 Business, OS X 10.11  ," English, Simplified Chinese, Traditional Chinese",FAX852 - Fax Machine for HK,Free,1, 6.4 MB
 Business, OS X 10.8  ," English, German, Spanish",FAX.de FaxCenter,Free,2.8, 6.2 MB
 Business, OS X 10.6  ," English, Arabic, Dutch, French, German, Greek, Hebrew, Italian, Japanese, Korean, Portuguese, Russian, Simplified Chinese, Spanish",Fax Pro - send & receive faxes on the go,Free,1.1, 1.2 MB
 Business, OS X 10.7  , English,Favorite Text,$8.99 ,4, 7.4 MB
 Lifestyle, OS X 10.8  ," English, French, German, Russian, Spanish",Favorite Recipes,Free,1, 12.5 MB
 Finance, OS 10.13  , English,FastTax 2018,$2.99 ,2, 4.2 MB
 Utilities, OS X 10.10  , English,FastRDP,$7.99 ,1.8, 2.2 MB
 Productivity, OS X 10.11  ," English, French, German, Italian, Japanese, Spanish",Fantastical 2,$49.99 ,4.3, 14.6 MB
 Business, OS X 10.8.0  , English,Fast Word - Edit Word/html/odt/text documents,$4.99 ,2, 1.5 MB
 Business, OS X 10.10.0  ,,FakturaLight Magazyn,Free,, 14.8 MB
 Business, OS X 10.10.0  ,,FakturaLight,Free,, 14.8 MB
 Business, OS X 10.10  ," English, German",Fahrtenbuch | Maps,$8.99 ,1, 6.2 MB
 Business, OS X 10.11  , English,FactureMedia,Free,5, 9 MB
 Business, OS X 10.11  ," English, Dutch",Facturama,$64.99 ,, 19.4 MB
 Business, OS X 10.8  , English,Factory-(5000+)Template set for iWork,$6.99 ,2, 892.4 MB
 Business, OS X 10.8  , English,Factory-(6000+)Template for Office,$5.99 ,1, 892.4 MB
 Business, OS 10.12  , English,Factory-(3000+)Chart templates for PowerPoint,$4.99 ,4, 3.6 MB
 Business, OS X 10.11  , English,Factory-(14000+)Templates for PowerPoint,$4.99 ,1, 3.7 MB
 Productivity, OS X 10.11  , English,Factory-(14000+)Template for Keynote,$7.99 ,, 4.3 MB
 Business, OS X 10.8  , English,Factory for Chart(4000+ Infographic Templates ),$6.99 ,1, 429.2 MB
 Business, OS X 10.8  , English,Factory for Album covers(Business Templates),$0.99 ,, 65.1 MB
 Business, OS X 10.11  , English,Factory -(14000+)Templates for Keynote Lite,Free,1, 163.6 MB
 Business, OS 10.13  , English,Facilitimer,Free,5, 6.4 MB
 Business, OS 10.12  , English,F5Access,Free,3, 9.5 MB
 Business, OS X 10.6.6 or later,,EZPunch Client,$0.99 ,3.7, 15.7 MB
 Business, OS X 10.6  , English,EZeye,$9.99 ,2.8, 2.6 MB
 Productivity, OS X 10.9 or later," English, Bengali, Dutch, French, German, Italian, Portuguese",ExtractEmails Pro,$5.99 ,1, 7.6 MB
 Utilities, OS X 10.8  , English,Extractor - Unarchive Files,Free,4.1, 7.6 MB
 Business, OS X 10.11  , English,Extract PDF Images,$2.99 ,1, 6.3 MB
 Utilities, OS X 10.6.6 or later," English, Bengali, French, German, Hebrew, Italian, Japanese",Extract Emails,$2.99 ,4.5, 3.3 MB
 Utilities, OS X 10.8  ," English, French, Japanese",ExSqueeze it - Squeeze Your PDF,$3.99 ,3, 1.3 MB
 Business, OS X 10.7.3  , English,Express Scribe Transcription,Free,, 7.8 MB
 Business, OS X 10.7.3  , English,Express Scribe Pro,$49.99 ,3.3, 7.7 MB
 Business, OS X 10.6.6 or later, English,Express Invoice Invoicing,$99.99 ,3.7, 2.9 MB
 Business, OS X 10.6.6 or later, English,Express Dictate Plus,$159.99 ,, 6.1 MB
 Business, OS X 10.6.6 or later, English,Express Accounts Plus,$129.99 ,4, 3.2 MB
 Utilities, OS X 10.10  , English,Exporter for Outlook,$26.99 ,5, 10.2 MB
 Utilities, OS X 10.7  ," English, Danish, Dutch, Finnish, French, German, Italian, Korean, Norwegian, Portuguese, Simplified Chinese, Spanish, Swedish, Traditional Chinese",Exporter for Contacts,$6.99 ,4.7, 3.2 MB
 Business, OS X 10.9  ," English, German",Export Calendars Pro,$14.99 ,4.9, 2.1 MB
 Utilities, OS 10.13  , English,Export Calendars,$5.99 ,, 4.6 MB
 Productivity, OS X 10.8  , English,Explainer Screenshots,Free,3.8, 5 MB
 Productivity, OS X 10.8  , English,"Expert Set - Templates for Pages, Keynote, Numbers",$19.99 ,, 29.6 MB
 Productivity, OS X 10.8  , English,Expert Designs - Templates for Pages,$4.99 ,4, 167.8 MB
 Business, OS X 10.6.6 or later, English,Expert Designs - Templates for MS Word,$9.99 ,4.3, 404.1 MB
 Productivity, OS X 10.6.6  , English,Expert Bundle - Templates for MS Office,$2.99 ,, 354.6 MB
 Finance, OS X 10.7  , English,Expense Tracker,$9.99 ,2.3, 8.2 MB
 Productivity, OS 10.15  ," English, German",Expense receipts,$4.99 ,, 1.2 MB
 Finance, OS X 10.7  , English,Expense Manager,$4.99 ,4, 3.5 MB
 Finance, OS X 10.7  , English,Expense Bar,$2.99 ,3.7, 3.1 MB
 Finance, OS X 10.7  , English,Expense,$14.99 ,5, 2 MB
 Business, OS X 10.6.6 or later,,Excel2MySQL,$14.99 ,2.3, 6.8 MB
 Business, OS X 10.7.4  , English,Examine-IT Pro,$4.99 ,5, 110.1 MB
 Education, OS X 10.7 or later, English,Exam prep for PRINCE2,$4.99 ,, 2 MB
 Business, OS X 10.11  ," English, German, Spanish",Evolve Tracking Freelancer,Free,, 11.7 MB
 Business, OS 10.12  ," English, Simplified Chinese, Traditional Chinese",EverdowPSI,Free,, 1.5 MB
 Business, OS X 10.10  , English,Eventify,$0.99 ,1, 7.3 MB
 Lifestyle, OS X 10.10  , English,Event Manager,$2.99 ,1, 1.2 MB
 Business, OS X 10.9.0  ," English, Amharic, Arabic, Bengali, Bulgarian, Catalan, Croatian, Czech, Danish, Dutch, Estonian, Filipino, Finnish, French, German, Greek, Gujarati, Hebrew, Hindi, Hungarian, Indonesian, Italian, Japanese, Kannada, Korean, Latvian, Lithuanian, Malay, Malayalam, Marathi, Norwegian Bokmí«l, Persian, Polish, Portuguese, Romanian, Russian, Serbian, Simplified Chinese, Slovak, Slovenian, Spanish, Swahili, Swedish, Tamil, Telugu, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Event Kiosk,Free,5, 61.9 MB
 Business, OS X 10.8  , English,Event Center Screen Share,Free,1, 215.6 KB
 Finance, OS X 10.6  , English,Event Assistant,Free,, 2.8 MB
 Business, OS X 10.10  , English,Event Admin,$2.99 ,1, 5.3 MB
 Productivity, OS X 10.7  , English,Eve Products,Free,, 59 MB
 Finance, OS X 10.7  ," English, French, German, Italian",Euro Checksum,$0.99 ,, 7 MB
 Finance, OS X 10.11  , English,Euribor,$3.99 ,, 580.2 KB
 Business, OS X 10.6  , English,Etsy Calculators,$0.99 ,5, 883.3 KB
 Business, OS X 10.10  , English,Estimate Master,$48.99 ,, 2.2 MB
 Productivity, OS X 10.10  , English,Essential Training for Word 2016,$6.99 ,, 1.4 GB
 Productivity, OS X 10.10  , English,Essential Training for PowerPoint 2016,$6.99 ,, 1.6 GB
 Productivity, OS X 10.10  , English,Essential Training for Excel 2016,$6.99 ,, 852.3 MB
 Utilities, OS X 10.7  ," English, Japanese",ERG Mouse Server,Free,, 940.9 KB
 Utilities, OS X 10.6.6 or later, French,EraseNow,$1.99 ,1, 1.8 MB
 Utilities, OS X 10.9  , English,Equals,$5.99 ,, 2.7 MB
 Productivity, OS X 10.6 or later, English,EPUB Create,$8.99 ,1, 4.7 MB
 Utilities, OS X 10.7  , English,Epson Label Editor Lite,Free,1.4, 2.8 MB
 Education, OS X 10.7  , English,EPPP Test Prep,$4.99 ,1, 5.5 MB
 Productivity, OS X 10.11  ," English, Czech, German, Portuguese, Russian, Simplified Chinese",Eon Timer,$9.99 ,4, 7.8 MB
 Productivity, OS X 10.10  , English,Envelope Maker,$4.99 ,1, 13.4 MB
 Productivity, OS X 10.6.6  ," English, French, German",EnvelopeCat - Envelope Printer,$5.99 ,2, 600.7 KB
 Productivity, OS X 10.10  , English,Enol PDF Converter for Word,$9.99 ,3, 8.6 MB
 Business, OS X 10.7  , English,Entrepreneur,$4.99 ,3, 580.9 MB
 Graphics & Design, OS X 10.6  , English,EnLiten,Free,3, 5.5 MB
 Utilities, OS X 10.11  ," English, Russian",Enigma - encrypt text,$1.99 ,5, 1.4 MB
 Education, OS X 10.7  , English,English Grammar Test Practice,$4.99 ,1.3, 5.6 MB
 Education, OS X 10.9  , English,EngageX,Free,3, 1.1 MB
 Education, OS X 10.6  , English,Eng-Chi Speak It Up,$14.99 ,3, 56.9 MB
 Utilities, OS X 10.6 or later, English,Encrypt Tool,$3.99 ,3, 1.9 MB
 Productivity, OS X 10.10  , English,Enolsoft PDF Converter,$11.99 ,1.8, 9.9 MB
 Utilities, OS X 10.7 or later," English, Simplified Chinese",Encrypt Files Pro,$5.99 ,2.7, 953.3 KB
 Business, OS X 10.7 or later, English,Encrypt Files Box,$2.99 ,1, 768.9 KB
 Education, OS X 10.6  , English,En-Ua Speak It Up,$14.99 ,, 47.2 MB
 Business, OS 10.12  , English,Email Signature Creator,$6.99 ,3.5, 6.1 MB
 Business, OS X 10.11  , English,Emoji Folder,$1.99 ,, 6.5 MB
 Business, OS X 10.6 or later," English, Spanish",Email Marketing PPV,Free,1, 785 KB
 Business, OS X 10.6 or later," English, Spanish",Email Marketing,$49.99 ,2, 842.3 KB
 Business, OS X 10.6 or later, English,Email Lookout Lite -Mobile & Desktop Email Alerts,Free,1.8, 3.1 MB
 Productivity, OS X 10.10  , English,Email for Gmail,$1.99 ,1, 981.6 KB
 Business, OS X 10.11  ," English, German",Email Filing Assistant Pro,$6.99 ,1, 3 MB
 Productivity, OS 10.13  ," English, German",Email Filing Assistant,$6.99 ,3, 1.8 MB
 Business, OS X 10.11.0  , English,Email Archiver Pro,,1, 3.9 MB
 Business, OS X 10.11.0  , English,Email Archiver Enterprise,,, 3.9 MB
 Business, OS X 10.11.0  , English,Email Archiver Business,,2, 3.9 MB
 Business, OS X 10.10  , English,Email - Search & Manage,$4.99 ,, 1.2 MB
 Business, OS X 10.10  , English,Elucidate,$3.99 ,3.7, 20.9 MB
 Business, OS 10.13  , English,Eisenhower matrix,$0.99 ,, 748.1 KB
 Business, OS X 10.8  , English,EdgeBlend,$9.99 ,3, 531 KB
 Utilities, OS X 10.8  ," English, Bosnian, Bulgarian, Czech, Danish, French, German, Greek, Hebrew, Hungarian, Italian, Japanese, Polish, Portuguese, Russian, Simplified Chinese, Slovak, Slovenian, Spanish, Traditional Chinese, Turkish",Edge Recording Manager,Free,1.1, 26.1 MB
 Productivity, OS X 10.8  , English,Eco Casta Assist,Free,5, 1.8 MB
 Productivity, OS X 10.7.4  , English,EasyTag CloudPrinter,Free,, 72.8 MB
 Utilities, OS X 10.8  , English,EasyTabCalculator,$0.99 ,, 2.8 MB
 Business, OS X 10.10  , English,EasySheet,$4.99 ,, 400 KB
 Business, OS X 10.8 or later, English,EasyLabel,$3.99 ,1, 4.6 MB
 Business, OS 10.12  , English,EasyInventory,Free,, 7.6 MB
 Productivity, OS X 10.7  , English,EasyEnvelopes,$9.99 ,3.3, 4.2 MB
 Business, OS X 10.6  , English,EasyDoc,$5.99 ,1, 11.1 MB
 Utilities, OS X 10.8  , English,EasyCalculator,Free,1, 2.1 MB
 Business, OS 10.13  , English,EasyBooks Accounting,Free,4.1, 7.2 MB
 Business, OS X 10.11.0  ," English, Catalan, Croatian, Czech, Danish, Dutch, Finnish, French, German, Greek, Hungarian, Indonesian, Italian, Japanese, Korean, Malay, Norwegian, Polish, Portuguese, Romanian, Russian, Simplified Chinese, Slovak, Spanish, Swedish, Thai, Traditional Chinese, Turkish, Ukrainian, Vietnamese",Easy Writer,$0.99 ,3.7, 218.4 MB
 Utilities, OS X 10.9  , English,Easy Winmail Reader - extract attachment from winmail.dat,$1.99 ,4.2, 211.6 KB
 Business, OS X 10.10  , English,Easy VNC and Screens Sharing,$4.99 ,1.5, 772.7 KB
 Productivity, OS X 10.11  , English,Easy To Learn - Adobe Photoshop Edition,$13.99 ,1, 2.9 MB
 Business, OS X 10.11  , English,Easy Shipper,$4.99 ,, 4.9 MB
 Business, OS X 10.8  , English,Easy Salesbase,$7.99 ,, 719.4 KB
 Finance, OS X 10.9  , English,Easy Property Manager,$19.99 ,3, 1.4 MB
 Utilities, OS X 10.8  , English,Easy PDF Printer,$3.99 ,1, 789.1 KB
 Business, OS 10.13  , English,Easy Invoice (PDF generator),Free,4.6, 4.7 MB
 Business, OS X 10.6 or later, English,Easy Invoice,$0.99 ,2, 8.9 MB
 Business, OS X 10.9  , English,Easy HairStylist Management,$59.99 ,, 20.7 MB
