,category,compatibility,name,price,rating,size,total_languages,price_category
1113, Business, OS X 10.6.8 or later,Business Plan,55,5.0, 19.9 MB,1,1
1114, Productivity, OS X 10.7  ,Business Letter Templates,5,1.2, 1 MB,1,1
1115, Business, OS X 10.8  ,Business for powerpoint templates,4,0.0, 375.2 MB,1,1
1116, Business, OS X 10.8  ,Business for Keynote templates,4,1.0, 344.7 MB,1,1
1117, Productivity, OS X 10.10  ,Business Contact Book,50,0.0, 6 MB,1,1
1118, Graphics & Design, OS X 10.6  ,Business Clipart Super Duper Collection 3000,8,1.0, 240.4 MB,1,1
1119, Business, OS 10.14  ,Business Charts,4,4.0, 2.2 MB,1,1
1120, Business, OS X 10.10  ,Business Cards Templates - CA,10,1.0, 139.3 MB,1,1
1121, Business, OS 10.12  ,Business Cards Studio,0,1.4, 5.5 MB,1,0
1122, Business, OS X 10.10  ,Business Cards,6,1.0, 2.2 MB,1,1
1123, Business, OS X 10.11  ,Business Card-Easy Creator,3,0.0, 326.2 MB,1,1
1124, Productivity, OS X 10.9  ,Business Card Templates for Photoshop,10,0.0, 211.4 MB,1,1
1125, Productivity, OS X 10.9  ,Business Card Templates for InDesign,10,0.0, 35.6 MB,1,1
1126, Graphics & Design, OS X 10.10  ,Business Card Templates,9,1.0, 200.7 MB,1,1
1127, Productivity, OS X 10.10  ,Business Card Studio - 100+ Templates for Word,5,1.0, 114.5 MB,1,1
1128, Graphics & Design, OS 10.12  ,Business Card Shop 8,40,3.0, 348.1 MB,1,1
1129, Graphics & Design, OS X 10.11  ,Business Card Shop 7,40,1.7, 339.6 MB,1,1
1130, Productivity, OS X 10.10  ,Business Card Maker: Templates,5,5.0, 73.2 MB,1,1
1131, Business, OS X 10.10  ,Business Card Maker by ZDF,5,1.0, 26.9 MB,1,1
1132, Graphics & Design, OS X 10.11  ,Business Card Maker - Design Your Business Card,10,1.0, 78.1 MB,1,1
1133, Business, OS X 10.8  ,Business Card Factory(2000+ Mockup templates),7,3.0, 304 MB,1,1
1134, Business, OS X 10.11  ,Business Card Books - Vector,11,0.0, 246 MB,1,1
1135, Business, OS X 10.7  ,Business Bundle by WAGmob,3,1.0, 52.4 MB,1,1
1136, Business, OS X 10.9  ,BusiBI Project Manager 2017,50,0.0, 7.4 MB,1,1
1137, Business, OS X 10.9  ,BusiBI Production Manager 2017,50,0.0, 7.6 MB,1,1
1138, Business, OS X 10.10  ,BusiBI CRM,50,1.5, 8.9 MB,1,1
1139, Utilities, OS X 10.6.6 or later,Burn ISO Pro,5,1.7, 1.2 MB,1,1
1140, Business, OS X 10.8  ,Bundle Go - Templates for Microsoft PowerPoint,15,1.0, 53.8 MB,1,1
1141, Business, OS X 10.7  ,Bundle for EverWeb - Themes and Templates for Website Designs,13,3.5, 405.1 MB,1,1
1142, Business, OS X 10.7 or later,Bulky,0,2.2, 3.8 MB,1,0
1143, Utilities, OS X 10.10  ,BulkSMS Messenger,0,1.0, 7.6 MB,1,0
1144, Business, OS X 10.11  ,Bulk Email,0,1.0, 44.6 MB,1,0
1145, Business, OS 10.12  ,BuildingPulse,0,5.0, 26.2 MB,1,0
1146, Developer Tools, OS X 10.11  ,BuildBlocs,-1,3.0, 3.5 MB,1,0
1147, Social Networking, OS 10.12  ,Buffer: Social Media Composer,0,5.0, 329.3 KB,1,0
1148, Finance, OS 10.12  ,BudgetTail,0,4.5, 7.5 MB,5,0
1149, Finance, OS X 10.7  ,Budget Workbook,15,2.7, 2.2 MB,1,1
1150, Business, OS X 10.11  ,Budget Planning,0,1.0, 19.8 MB,9,0
1151, Finance, OS 10.12  ,Budget Manager,5,3.0, 7.7 MB,1,1
1152, Finance, OS X 10.6.6  ,Budget,40,3.7, 12.1 MB,8,1
1153, Business, OS X 10.8  ,Bubble Browser for Evernote,-1,4.1, 68 MB,2,0
1154, Finance, OS X 10.11  ,BTCTurk - Fiyat Takip,0,0.0, 2.9 MB,1,0
1155, Business, OS 10.12  ,BRy Assinatura Digital,0,0.0, 4.1 MB,1,0
1156, Business, OS X 10.9  ,Bronson Watermarker PDF,20,4.1, 3.6 MB,4,1
1157, Business, OS X 10.10.0  ,Brief: Team Collaboration Tool,0,3.4, 59.9 MB,1,0
1158, Business, OS X 10.6 or later,Break Timer,3,3.4, 3.1 MB,1,1
1159, Music, OS X 10.6.0  ,Brandtrack Player,-1,0.0, 23.8 MB,1,0
1160, Business, OS X 10.8  ,Brama Operation,0,0.0, 15.4 MB,0,0
1161, Business, OS X 10.7  ,"Box for iWork - Templates for Presentation, Document, Spreadsheet",15,1.0, 418.2 MB,1,1
1162, Business, OS X 10.7 or later,Boss Radar,3,3.0, 4 MB,1,1
1163, Productivity, OS X 10.6 or later,Bookmarks|Passwords Lite Version,0,2.0, 3 MB,1,0
1164, Finance, OS X 10.8  ,Bookkeeping,0,1.0, 2.7 MB,3,0
1165, Productivity, OS X 10.11  ,BookCase - Templates for MS Office,20,0.0, 934.9 MB,1,1
1166, Business, OS X 10.6  ,Book Binder,6,1.0, 428.6 KB,2,1
1167, Business, OS 10.12  ,Bonzai,0,0.0, 7.8 MB,1,0
1168, Productivity, OS X 10.10.0  ,Bonsai Time Tracker,0,4.1, 82.8 MB,50,0
1169, Business, OS X 10.6.8  ,Bokf_ringProffs,95,0.0, 9.2 MB,1,1
1170, Business, OS X 10.10  ,Boekhoudprogramma voor ZZP'ers,0,0.0, 10.8 MB,1,0
1171, Business, OS X 10.10  ,Boards for Trello,-1,2.0, 1.1 MB,1,0
1172, Utilities, OS X 10.7  ,Bluetooth Proximity Tasker,4,2.5, 735.9 KB,1,1
1173, Business, OS X 10.7  ,Bluetooth Explorer,4,1.0, 395.9 KB,1,1
1174, Business, OS X 10.10.2  ,Blueprint Pro,80,4.0, 81.6 MB,4,1
1175, Business, OS X 10.10.2  ,Blueprint,40,1.0, 78.5 MB,4,1
1176, Business, OS X 10.10.2  ,Blueprint Lite,0,1.0, 76.8 MB,4,0
1177, Utilities, OS 10.13  ,Blue2Factor,0,4.0, 9.8 MB,1,0
1178, Business, OS X 10.5.8 or later,Blue Crab,25,1.0, 5.4 MB,1,1
1179, Social Networking, OS X 10.11.0  ,Blink Pro,18,1.2, 40.8 MB,5,1
1180, Social Networking, OS X 10.11.0  ,Blink Lite,0,1.7, 40.8 MB,5,0
1181, Productivity, OS X 10.11  ,Blik  easy file organization,0,5.0, 4 MB,1,0
1182, Productivity, OS X 10.10  ,Blank  Just Write.,3,4.0, 2.4 MB,1,1
1183, Productivity, OS 10.12  ,BlackTimer Lite,0,0.0, 4.3 MB,1,0
1184, Productivity, OS 10.12  ,BlackTimer,1,0.0, 4.2 MB,1,1
1185, Utilities, OS X 10.11  ,BlackFog Privacy,20,4.0, 16 MB,5,1
1186, Business, OS X 10.7  ,Black Templates for Pages Lite,0,1.8, 25.9 MB,1,0
1187, Business, OS X 10.6.6 or later,Biz Card Templates for Adobe Photoshop & Elements with Logos & Graphics Pack 4,10,1.5, 27.6 MB,1,1
1188, Business, OS X 10.6.6 or later,Biz Card Templates for Adobe Photoshop & Elements with Logos & Graphics Lite Pack 1,0,1.7, 11.9 MB,1,0
1189, Video, OS X 10.11  ,Bix,20,0.0, 3.5 MB,1,1
1190, Finance, OS X 10.9.0  ,BitPay,0,4.6, 118.2 MB,50,0
1191, Business, OS X 10.10  ,BitPass,1,0.0, 1.1 MB,2,1
1192, Business, OS X 10.9  ,BitMedicÎÂ Pro Antivirus,10,4.1, 191.2 MB,1,1
1193, Utilities, OS X 10.9  ,BitMedicÎÂ Antivirus,0,4.3, 191.2 MB,1,0
1194, Finance, OS X 10.9.0  ,Bitcoin.com Wallet,0,3.7, 72.1 MB,1,0
1195, Finance, OS X 10.7  ,Bitcoin Clan Ticker - Track trade price from your menu bar!,0,3.4, 621.2 KB,1,0
1196, Business, OS X 10.9  ,BillSonar Invoice,29,1.0, 3.1 MB,1,1
1197, Finance, OS X 10.7  ,Bills,0,3.9, 7.5 MB,15,0
1198, Finance, OS X 10.7.3 or later,BillPower,15,0.0, 5.5 MB,1,1
1199, Business, OS X 10.10 or later,Billings Pro,0,2.3, 43.1 MB,3,0
1200, Business, OS X 10.9  ,Bill4Time,0,5.0, 1.7 MB,1,0
1201, Finance, OS X 10.7  ,Bill Reminder,3,5.0, 10.6 MB,1,1
1202, Finance, OS 10.12  ,Bill Express,5,3.1, 12.2 MB,1,1
1203, Productivity, OS X 10.7  ,BigMind Pro,0,3.0, 1.7 MB,2,0
1204, Business, OS 10.12  ,BigHairyGoal  mindmap tasks,0,4.4, 12.9 MB,5,0
1205, Education, OS 10.13  ,Big Galileo Viewer,9,5.0, 7.7 MB,1,1
1206, Business, OS X 10.6 or later,BGM,3,2.3, 989.8 KB,1,1
1207, Productivity, OS X 10.11  ,BetterApp - Desktop App for Google Hangouts,5,1.2, 727.6 KB,1,1
1208, Business, OS X 10.8  ,BeTalk,0,0.0, 8.2 MB,2,0
1209, Business, OS X 10.11  ,Best VPN - Unlimited VPN Proxy,0,4.4, 1.4 MB,1,0
1210, Utilities, OS X 10.6.6  ,Best MarkIt,5,0.0, 1.1 MB,1,1
1211, Utilities, OS X 10.7 or later,Best Data Recovery,50,0.0, 2.3 MB,1,1
1212, Utilities, OS X 10.6  ,Best App Locker,5,3.0, 1.1 MB,1,1
1213, Utilities, OS X 10.6.6 or later,Behind You,2,2.8, 1.7 MB,1,1
1214, Graphics & Design, OS X 10.11  ,Beginner Guides For Powerpoint,6,0.0, 1.9 MB,1,1
1215, Business, OS X 10.11  ,Bee Invoicing,10,4.2, 6.1 MB,3,1
1216, Business, OS X 10.8  ,Beautiful templates(for ibook),4,1.0, 5.5 MB,1,1
1217, Business, OS X 10.8  ,Beautiful postcard material,4,1.0, 3.9 MB,1,1
1218, Business, OS X 10.8  ,Beautiful icon templates,4,0.0, 2.7 MB,1,1
1219, Business, OS X 10.8  ,Beautiful design material,5,1.0, 8.1 MB,1,1
1220, Finance, OS X 10.10  ,BeanCounter Pro,60,3.0, 6.6 MB,1,1
1221, Finance, OS X 10.10  ,BeanCounter,0,1.5, 6.6 MB,1,0
1222, Business, OS X 10.6.6 or later,BeachPass,0,0.0, 20.7 MB,0,0
1223, Productivity, OS X 10.9  ,Be Focused Pro - Focus Timer,5,4.6, 18.9 MB,7,1
1224, Productivity, OS X 10.9  ,Be Focused - Focus Timer,0,4.8, 18.8 MB,7,0
1225, Utilities, OS X 10.10  ,Battery Medic,0,4.9, 17.5 MB,1,0
1226, Business, OS X 10.11  ,Bates,0,3.5, 3.3 MB,1,0
1227, Productivity, OS X 10.7.0  ,BatchOutput PPT for PowerPoint,20,0.0, 633.4 KB,1,1
1228, Business, OS X 10.10  ,Batch TIFF & PDF Converter,26,0.0, 36 MB,1,1
1229, Business, OS X 10.6 or later,Batch Resize Photos,1,2.0, 1 MB,1,1
1230, Business, OS X 10.8  ,Basic Tax Formulas,0,5.0, 7.1 MB,1,0
1231, Business, OS 10.14  ,Basic QC Tools,20,0.0, 3.6 MB,1,1
1232, Education, OS X 10.9.0  ,Basic Financial Course,0,0.0, 66.6 MB,1,0
1233, Business, OS X 10.7  ,Base64 +,2,3.0, 338.5 KB,1,1
1234, Utilities, OS 10.13  ,Barcoder,1,0.0, 3.8 MB,1,1
1235, Business, OS X 10.10.0  ,Barcode Wizard+,5,0.0, 3.7 MB,1,1
1236, Business, OS 10.13  ,Barcode scanner and reader,7,0.0, 1.3 MB,1,1
1237, Business, OS X 10.10  ,Barcode Maker by ZDF,10,0.0, 166.5 KB,1,1
1238, Business, OS X 10.10.0  ,Barcode Maker,10,2.0, 5.7 MB,1,1
1239, Business, OS X 10.9  ,Barcode Generator Pro,16,1.0, 559.7 KB,1,1
1240, Business, OS X 10.9  ,Barcode Generator / Creator,12,1.0, 195.2 KB,1,1
1241, Graphics & Design, OS X 10.11  ,Barcode Basics,16,3.3, 649.8 KB,1,1
1242, Finance, OS 10.13  ,Banktivity 7,0,3.7, 23.7 MB,1,0
1243, Finance, OS X 10.9  ,Banking Finance Calculator,1,1.0, 3 MB,1,1
1244, Finance, OS X 10.9  ,Bank Bill Pricing Calculator,0,0.0, 268.9 KB,1,0
1245, Business, OS X 10.9  ,Banking Calculators,1,1.0, 2.2 MB,1,1
1246, Finance, OS X 10.10  ,Balancing Act,20,3.7, 6.3 MB,1,1
1247, Productivity, OS X 10.10  ,Badges Design for Photoshop,6,0.0, 237 MB,1,1
1248, Productivity, OS X 10.10  ,Badges Design for Adobe illustrator,6,0.0, 95.3 MB,1,1
1249, Business, OS 10.14  ,Badger Country,0,5.0, 52.2 MB,1,0
1250, Utilities, OS X 10.8  ,Backup Scheduler: Time Editor,7,4.3, 3 MB,1,1
1251, Utilities, OS X 10.11  ,Backtrack - Record Past Audio,0,4.4, 7.8 MB,1,0
1252, Social Networking, OS X 10.11  ,BabelApp,0,0.0, 12.7 MB,3,0
1253, Business, OS X 10.11  ,Baacloud,0,5.0, 8.9 MB,2,0
1254, Finance, OS X 10.4 or later,BA Financial Calculator Pro for Mac,15,1.3, 727.7 KB,1,1
1255, Business, OS X 10.8  ,Awesome Templates - for Microsoft Excel Edition,15,1.0, 11.6 MB,1,1
1256, Travel, OS X 10.11.5  ,AwardWallet,0,3.6, 2.5 MB,1,0
1257, Business, OS 10.12  ,AW Reader,0,1.2, 1.4 MB,2,0
1258, Business, OS 10.13  ,Avokado,50,0.0, 4.8 MB,1,1
1259, Business, OS 10.13  ,AVMOSYS,0,0.0, 18.2 MB,1,0
1260, Business, OS X 10.7  ,AvertX Remote,0,1.3, 3 MB,2,0
1261, Business, OS X 10.8  ,Avaya Messaging Service,0,3.0, 1.9 MB,1,0
1262, Business, OS X 10.9  ,Auxiliator,0,0.0, 645.7 KB,1,0
1263, Social Networking, OS 10.12  ,Autotweet,5,0.0, 3.6 MB,1,1
1264, Utilities, OS X 10.10  ,AutoTrash - Remove Unwanted Files Automatically,1,5.0, 973.4 KB,30,1
1265, Utilities, OS X 10.6.6 or later,AutoSync,2,1.3, 2.6 MB,1,1
1266, Business, OS X 10.10  ,AutoPrompt,5,5.0, 9.1 MB,1,1
1267, Business, OS X 10.10  ,AutoMile,30,5.0, 3.1 MB,1,1
1268, Business, OS X 10.6 or later,Autograph,3,2.8, 1.2 MB,1,1
1269, Utilities, OS X 10.6  ,Auto Scheduled Tasks,17,3.8, 1.6 MB,1,1
1270, Productivity, OS X 10.10  ,Author - create and publish documents to the web,0,3.1, 21.7 MB,1,0
1271, Education, OS X 10.7  ,Australian Citizenship Test Prep,5,0.0, 1.7 MB,1,1
1272, Business, OS X 10.6  ,Aurora3D Presentation,100,5.0, 113.1 MB,0,1
1273, Productivity, OS X 10.9  ,AudioNote 2 LITE,0,3.5, 6.3 MB,5,0
1274, Productivity, OS X 10.9  ,AudioNote 2 - Voice Recorder,15,4.8, 6.4 MB,5,1
1275, Business, OS X 10.6.6  ,Audio Video Recorder,5,1.0, 215.7 KB,1,1
1276, Business, OS X 10.7  ,Audio Course Note Recorder,0,3.4, 9.3 MB,1,0
1277, Productivity, OS X 10.8  ,Auction Sniper for eBay,-1,4.2, 1.9 MB,3,0
1278, Productivity, OS X 10.11  ,AU Docs,0,0.0, 6.4 MB,2,0
1279, Business, OS X 10.9  ,Atlas Insights,0,0.0, 20.3 MB,1,0
1280, Business, OS X 10.7  ,AtHome Video Streamer,0,3.3, 2.6 MB,4,0
1281, Education, OS X 10.7  ,ASVAB Math Test Prep,9,1.5, 5.4 MB,1,1
1282, Education, OS X 10.7  ,ASVAB Arithmetic Reasoning Test Prep,5,1.3, 5.4 MB,1,1
1283, Education, OS X 10.8  ,Assistant for Word,0,2.3, 739.9 KB,1,0
1284, Business, OS X 10.8  ,Assistant for Pages,0,1.5, 507 MB,1,0
1285, Business, OS X 10.8  ,Assistant for Keynote,0,1.0, 1.4 MB,1,0
1286, Business, OS X 10.6 or later,ASee,0,2.6, 2.8 MB,3,0
1287, Business, OS X 10.11  ,Aruba VIA,-1,3.8, 7.3 MB,1,0
1288, Business, OS X 10.9  ,Artikelverwaltung,34,0.0, 133.2 MB,1,1
1289, Business, OS X 10.7 or later,Aristaa Navigator,0,5.0, 21.2 MB,1,0
1290, Video, OS X 10.11 or later,Arena Performer,0,0.0, 436.8 KB,1,0
1291, Video, OS X 10.11 or later,Arena,30,0.0, 662.1 KB,1,1
1292, Productivity, OS 10.13  ,Arduino Manager,11,2.0, 91.2 MB,2,1
1293, Education, OS X 10.11  ,Arabic Typing Tutor,25,3.0, 13.6 MB,0,1
1294, Productivity, OS 10.13  ,AppTrack,3,0.0, 1.3 MB,1,1
1295, Business, OS X 10.11  ,Apptivo,0,5.0, 18.8 MB,1,0
1296, Business, OS X 10.11  ,AppSana Suite for Asana,10,2.4, 6.5 MB,1,1
1297, Business, OS X 10.9  ,Appointments,1,1.0, 11 MB,9,1
1298, Productivity, OS X 10.10  ,Appnimi Email Extractor,-1,4.5, 3.6 MB,1,0
1299, Business, OS 10.12  ,AppMetric,0,1.0, 6.3 MB,2,0
1300, Productivity, OS X 10.11  ,AppLocker (Password lock apps),0,0.0, 7.9 MB,1,0
1301, Developer Tools, OS X 10.10  ,AppLinX - Create App Analytics Links & Track iOS App Sales with Ease,0,0.0, 2.3 MB,1,0
1302, Productivity, OS 10.12  ,Application Tracking,1,0.0, 5.4 MB,1,1
1303, Utilities, OS 10.14.6 or later,Apple Remote Desktop,80,1.7, 13.3 MB,10,1
1304, Productivity, OS X 10.9.0  ,AppDirect Messenger,0,1.0, 41 MB,50,0
1305, Utilities, OS X 10.6.6 or later,App Zap,5,2.6, 756.3 KB,1,1
1306, Productivity, OS X 10.10  ,App Wiki for Wikipedia,0,2.2, 1.8 MB,1,0
1307, Developer Tools, OS 10.12  ,App Sales Reports Viewer,4,0.0, 2.4 MB,1,1
1308, Business, OS X 10.7  ,App for Yammer,3,1.3, 318.1 KB,1,1
1309, Productivity, OS X 10.7  ,App for Outlook & Hotmail,3,1.8, 342.6 KB,1,1
1310, Social Networking, OS X 10.7  ,App for OUTLOOK,-1,1.0, 580.2 KB,1,0
1311, Business, OS X 10.7  ,App for Google Calendar - Toolbar & Desktop,2,2.5, 305.8 KB,1,1
1312, Productivity, OS X 10.7  ,App for Gmail - Pro - Email Menu Tab,1,2.1, 2.2 MB,1,1
1313, Productivity, OS X 10.7  ,App for Gmail - Instant at your menu bar!,3,1.9, 440.9 KB,1,1
1314, Productivity, OS X 10.7  ,App for Gmail - Email Menu Tab,0,3.0, 2.2 MB,1,0
1315, Education, OS X 10.7  ,APlus Certification,5,1.0, 1.9 GB,1,1
1316, Business, OS X 10.10  ,AnyTime,3,3.0, 8.2 MB,32,1
1317, Business, OS X 10.7  ,AnyMP4 PDF to Image Converter,20,0.0, 483.5 MB,0,1
1318, Business, OS X 10.7  ,AnyMP4 PDF Converter/Reader,30,3.0, 484.1 MB,0,1
1319, Productivity, OS X 10.7  ,AnyMP4 Free PDF to PNG Converter,0,1.0, 487 MB,0,0
1320, Productivity, OS X 10.7  ,Any Free PDF to JPG Converter,0,1.2, 486.1 MB,0,0
1321, Graphics & Design, OS X 10.6 or later,AnvSoft Banner Maker Free,0,1.5, 27.2 MB,0,0
1322, Business, OS X 10.10  ,Antivirus Zap - Virus & Adware,9,4.8, 177.8 MB,14,1
1323, Utilities, OS X 10.10  ,AntiDuplicates,1,0.0, 1.5 MB,31,1
1324, Photography, OS X 10.6.6  ,Annotatings,10,1.0, 191.1 KB,1,1
1325, Finance, OS X 10.8  ,AndyTaxBooks,7,5.0, 3.6 MB,4,1
1326, Finance, OS X 10.7  ,AndyInvoicer,7,3.0, 3 MB,1,1
1327, Finance, OS X 10.8  ,AndyBooks,5,2.0, 3.3 MB,4,1
1328, Business, OS X 10.10  ,Anchorium,0,4.0, 1 MB,2,0
1329, Business, OS X 10.8  ,Analytics for Google Analytics,20,2.7, 1.4 MB,1,1
1330, Business, OS X 10.6  ,AlphaCommander - BEST file manager,13,2.5, 4.2 MB,1,1
1331, Graphics & Design, OS X 10.6 or later,Alphabet Art + Numbers,17,1.0, 161.2 MB,1,1
1332, Developer Tools, OS X 10.7  ,AlpacaFree,0,2.0, 2.1 MB,1,0
1333, Education, OS X 10.10.0  ,All-in-One Regression,15,3.0, 11.7 MB,1,1
1334, Finance, OS X 10.10  ,All Things Money Lite,0,1.0, 1.4 MB,1,0
1335, Finance, OS X 10.10  ,All Things Money,10,1.3, 1.5 MB,1,1
1336, Business, OS 10.13  ,All In One: Multi Tool,0,0.0, 22.2 MB,1,0
1337, Business, OS X 10.10  ,All Docs: for Microsoft One Drive,-1,1.0, 3.5 MB,1,0
1338, Productivity, OS X 10.10  ,AList,1,5.0, 3 MB,11,1
1339, Productivity, OS X 10.8  ,AirDial IP PBX Dialer,10,1.0, 10.5 MB,3,1
1340, Business, OS X 10.9  ,AHP Decision,25,5.0, 10.1 MB,1,1
1341, Productivity, OS X 10.7  ,Agile Spanish Dictate for file,10,0.0, 127.9 MB,1,1
1342, Productivity, OS X 10.7  ,Agile Portugués Ditar for file,10,1.0, 127.7 MB,1,1
1343, Productivity, OS X 10.7  ,Agile German Dictate for file,10,0.0, 127.7 MB,1,1
1344, Business, OS X 10.7  ,Agile Cantonese Dictate - _Ü__ëÙâ ASR öéë «é____å_(ë£_±©±|_µé_) ___¾_é____öë_ã,5,0.0, 127.8 MB,1,1
1345, Lifestyle, OS X 10.10  ,AGEphone,0,2.6, 16.2 MB,2,0
1346, Productivity, OS 10.12  ,Agenda.,-1,4.6, 49.3 MB,2,0
1347, Productivity, OS X 10.11  ,Agenda Minder,10,5.0, 4.6 MB,1,1
1348, Business, OS X 10.10  ,Afterglow Photo Filter Pro - Better Filters and Editing for Your Photos,34,0.0, 32.4 MB,12,1
1349, Business, OS X 10.6.6 or later,AFS Tickets,-1,0.0, 8.5 MB,0,0
1350, Business, OS X 10.6.6 or later,AF2,0,0.0, 8.5 MB,0,0
1351, Productivity, OS X 10.8  ,Aeon Timeline 2,50,3.1, 50.9 MB,1,1
1352, Business, OS X 10.9  ,Advertising Space Manager,45,0.0, 133.3 MB,6,1
1353, Productivity, OS X 10.7  ,Advanced PDF Editor - for Adobe PDFs Convert Edit,30,1.0, 18.6 MB,6,1
1354, Utilities, OS 10.13  ,Adjust Size,4,0.0, 588.4 KB,1,1
1355, Productivity, OS X 10.10  ,Address Book Clearout,10,3.0, 1.9 MB,1,1
1356, Business, OS 10.12  ,Add To Blueprint Registry,0,0.0, 4.2 MB,1,0
1357, Business, OS 10.12  ,AdBlocker Guard - stops advertising,3,1.3, 3 MB,1,1
1358, Business, OS X 10.9  ,AdBlocker,4,2.0, 1.7 MB,1,1
1359, Business, OS 10.12  ,AdBlock Max,1,0.0, 14.2 MB,38,1
1360, Business, OS X 10.6 or later,AD HelpDesk,10,2.8, 3.1 MB,1,1
1361, Business, OS X 10.9  ,Activebot for Slack,0,0.0, 4.3 MB,1,0
1362, Productivity, OS X 10.9  ,Active Users for Google Analytics,0,5.0, 3.7 MB,2,0
1363, Productivity, OS X 10.9.0 or later,Active Timer,30,3.0, 2 MB,3,1
1364, Business, OS X 10.9.0  ,Active Collab Timer,0,3.3, 66.4 MB,1,0
1365, Productivity, OS X 10.9  ,Actio: The App for Action.,0,3.0, 29.7 MB,1,0
1366, Business, OS X 10.9.0  ,Acquire,0,0.0, 51.1 MB,50,0
1367, Business, OS 10.12  ,AcmVPN - VPN Unlimited Proxy,0,5.0, 3.2 MB,12,0
1368, Business, OS X 10.9.0  ,AceInvoice,0,3.5, 98.7 MB,1,0
1369, Finance, OS X 10.6 or later,AccountManage,8,1.0, 2.4 MB,16,1
1370, Business, OS 10.15  ,Accounting App - Zoho Books,-1,3.0, 18.7 MB,10,0
1371, Finance, OS X 10.7  ,Accounting,4,2.5, 568.9 MB,1,1
1372, Business, OS X 10.10.0  ,Accounted,80,0.0, 13 MB,1,1
1373, Finance, OS 10.12  ,Account Tracker PRO,20,4.0, 2 MB,1,1
1374, Business, OS X 10.11  ,AcaStat,10,0.0, 11.9 MB,1,1
1375, Business, OS 10.12  ,Academic Data Tool,0,0.0, 4.4 MB,1,0
1376, Finance, OS X 10.7  ,Abacus Accounts SE Lite,0,5.0, 5.7 MB,1,0
1377, Finance, OS X 10.7  ,Abacus Accounts SE,10,3.7, 5.1 MB,1,1
1378, Finance, OS X 10.7  ,Abacus Accounts Lite,0,3.0, 6.8 MB,1,0
1379, Finance, OS X 10.7  ,Abacus Accounts,36,5.0, 6.6 MB,1,1
1380, Utilities, OS X 10.6  ,AB2CSV,1,2.7, 4.1 MB,3,1
1381, Utilities, OS X 10.8  ,AB Export - Export Address Book contacts to CSV or VCF,1,2.8, 133.7 KB,1,1
1382, Utilities, OS X 10.10  ,A-Zippr: RAR & Zip Tool,0,4.3, 20.4 MB,10,0
1383, Productivity, OS X 10.7 or later,PDF-OCR-Free,0,1.6, 57.8 MB,1,0
1384, Business, OS X 10.9  ,Purchasing Assistant,45,0.0, 133.6 MB,6,1
1385, Business, OS X 10.6  ,PDF to Word Super,5,2.2, 5.9 MB,1,1
1386, Business, OS 10.14  ,QuickTimer,0,0.0, 3.6 MB,1,0
1387, Business, OS X 10.7  ,Spanish-English Business Dictionary (Offline),5,0.0, 11.2 MB,4,1
1388, Business, OS X 10.7  ,US Citizenship Test Prep,2,2.0, 5.4 MB,1,1
1389, Business, OS X 10.7  ,Super Calculator Lite,0,3.3, 273 KB,1,0
1390, Business, OS X 10.9  ,Purchase Order Maker,20,0.0, 6.2 MB,2,1
1391, Productivity, OS X 10.10.0  ,System-i Email Extractor Lite,0,1.0, 21.1 MB,4,0
1392, Productivity, OS X 10.8  ,TimeKeeper,5,4.0, 3.2 MB,1,1
1393, Business, OS X 10.11  ,VSee Messenger,0,2.8, 19.3 MB,2,0
1394, Graphics & Design, OS X 10.6.6  ,ZZThemes - Templates for Pages,2,0.0, 94.3 MB,1,1
1395, Business, OS X 10.9.0  ,Your Reviews,0,5.0, 60.9 MB,50,0
1396, Productivity, OS X 10.10  ,XWord Free - Fantastic Word Processor,0,1.9, 7.7 MB,8,0
1397, Business, OS X 10.6.6 or later,RuneCSV - CSV Editor,4,3.0, 678.5 KB,1,1
1398, Business, OS X 10.11  ,WorldCard,-1,2.6, 28.1 MB,12,0
1399, Graphics & Design, OS X 10.6.6  ,ZZThemes - Templates for MS PowerPoint,2,0.0, 263.9 MB,1,1
1400, Graphics & Design, OS X 10.6.6  ,ZZThemes - Templates for MS Office,3,0.0, 349.7 MB,1,1
1401, Graphics & Design, OS X 10.6.6  ,ZZThemes - Templates for Keynote,3,0.0, 282.9 MB,1,1
1402, Utilities, OS X 10.10  ,ZuluMenu,1,1.0, 326.2 KB,1,1
1403, Business, OS X 10.7  ,ZoneClock,5,2.0, 666.2 KB,1,1
1404, Business, OS X 10.10  ,Zoho Invoice - Time Tracking,-1,1.0, 7 MB,1,0
1405, Business, OS 10.15  ,Zoho Invoice,-1,0.0, 20.8 MB,10,0
1406, Business, OS 10.15  ,Zoho Inventory,-1,0.0, 16.2 MB,10,0
1407, Business, OS 10.13  ,Zoho Expense - Receipt Inbox,-1,0.0, 5.6 MB,1,0
1408, Business, OS 10.15  ,Zoho Expense,-1,0.0, 20.7 MB,19,0
1409, Business, OS X 10.10  ,Zoho Books - Time Tracking,-1,1.0, 8 MB,1,0
1410, Business, OS X 10.11  ,ZipMounter Lite,0,1.0, 4.1 MB,2,0
1411, Business, OS 10.12  ,ZIP Finder (USA),1,5.0, 9.5 MB,31,1
1412, Utilities, OS X 10.6.6  ,Zip Files 4 PC,14,2.3, 4.2 MB,1,1
1413, Business, OS 10.13.0  ,Zilla PDF Editor,30,1.5, 2.4 MB,1,1
